R383696,R154250
R526593,R767240
R281757,R693100
R797164,R785510
R824335,R662961
R204522,R771437
R397129,R501229
R260285,R303221
R155217,R423601
R159870,R720425
R500318,R150301
R464731,R257042
R817857,R241522
R388465,R438028
R830822,R859282
R363446,R535773
R613501,R219193
R466290,R379510
R625884,R742145
R938566,R688654
R853448,R683741
R144943,R887451
R424435,R902945
R173162,R246931
R992723,R549320
R128911,R129511
R677281,R388364
R935800,R804563
R963149,R691513
R182302,R636986
R612550,R100298
R543367,R679963
R944218,R594008
R795743,R902322
R840263,R413900
R185609,R290005
R917094,R272741
R129874,R536532
R606209,R611138
R608034,R731152
R980525,R118375
R116765,R499280
R511729,R583246
R345006,R983381
R431225,R813299
R428880,R833729
R369268,R407457
R117353,R248032
R920391,R836601
R571493,R717167
R650193,R121513
R663571,R835367
R409940,R418233
R184654,R906262
R932394,R679179
R376229,R831851
R520235,R543178
R787970,R591341
R549106,R171682
R364251,R218012
R185939,R109145
R379997,R869346
R642548,R909605
R497012,R754363
R254964,R303053
R663046,R259711
R620902,R804546
R286323,R983092
R131717,R990834
R578808,R937206
R212482,R259332
R428363,R164223
R825234,R882710
R888978,R315862
R921318,R760446
R128900,R514596
R517504,R223224
R731620,R776326
R359742,R856084
R601050,R922787
R616504,R503592
R588572,R929990
R474884,R763876
R831569,R176063
R917213,R116384
R246689,R909311
R713735,R709731
R298429,R379624
R221862,R268859
R847280,R719994
R329172,R895888
R890288,R336989
R906718,R423900
R403846,R501692
R614096,R601734
R217872,R788113
R845597,R693439
R694355,R869241
R448352,R772956
R940245,R446767
R726261,R664151
R221342,R734923
R162146,R783550
R521715,R505472
R439477,R929139
R403727,R762543
R621550,R664384
R126623,R879476
R241433,R764802
R711951,R323826
R794961,R390484
R267334,R625647
R224197,R610311
R178364,R266921
R624591,R280412
R491424,R334675
R731670,R463833
R769588,R750577
R184298,R190583
R570381,R781240
R256496,R736097
R596295,R745004
R688163,R835140
R841208,R975436
R572574,R926335
R245512,R669454
R726807,R605952
R924125,R927555
R579690,R525812
R860132,R184465
R884774,R371526
R230031,R101276
R267080,R257004
R431046,R342756
R615771,R787632
R130158,R194800
R167393,R493797
R248158,R142623
R192688,R245744
R106715,R667292
R921295,R189961
R418736,R539319
R344222,R443498
R734399,R593624
R608606,R605573
R805972,R339681
R790745,R923736
R743547,R845966
R960182,R400274
R813236,R166505
R682824,R743807
R371882,R202838
R654343,R165984
R246429,R768840
R164446,R752531
R372194,R938833
R302077,R395327
R400400,R798707
R673717,R936162
R750775,R371975
R525315,R218371
R575604,R878148
R638888,R285812
R654960,R594590
R413769,R155113
R301336,R658399
R917403,R733547
R184932,R901983
R890908,R454347
R276252,R894174
R446706,R156194
R811743,R450960
R339053,R396445
R216279,R321738
R525628,R365810
R586574,R797478
R721363,R423146
R872764,R890953
R816546,R502746
R628638,R841450
R620181,R106350
R607651,R333243
R744003,R143340
R846889,R441038
R455637,R388748
R397893,R269740
R984924,R245583
R249985,R146217
R304120,R289527
R471387,R481223
R158034,R814642
R545682,R933405
R419574,R481162
R483167,R394884
R240919,R882602
R101024,R706156
R160377,R910403
R923025,R732522
R952494,R433601
R174033,R622744
R936117,R288021
R196729,R796955
R155424,R121396
R941222,R636815
R696517,R164459
R702714,R934504
R264053,R631568
R311536,R607900
R245154,R166634
R442507,R857921
R117754,R340333
R159682,R752508
R583720,R537959
R832668,R883707
R140163,R729481
R893927,R547288
R446642,R154251
R938010,R813659
R930262,R155752
R665992,R845428
R609800,R481986
R853255,R238515
R681019,R809792
R225659,R429377
R409340,R738343
R290032,R998109
R488250,R502958
R846692,R169247
R539659,R663749
R530663,R849646
R688130,R837413
R289196,R351297
R241883,R325399
R433661,R850538
R673016,R861956
R201830,R785786
R437886,R109858
R687152,R362438
R498025,R543653
R216655,R956380
R224123,R326016
R735201,R966194
R974943,R295944
R739937,R794418
R966605,R282757
R922151,R918691
R494945,R363053
R965472,R170550
R967236,R627323
R983327,R453844
R112346,R750830
R294652,R832104
R153393,R267585
R258154,R801415
R163043,R510290
R496247,R373824
R860928,R548718
R316266,R324371
R513837,R364364
R287867,R964152
R665218,R548564
R996929,R170485
R450835,R239369
R447021,R783779
R972618,R321954
R388273,R173060
R718948,R456984
R256580,R297662
R905433,R898873
R999905,R301104
R625515,R385170
R713708,R275631
R552017,R247306
R615730,R596117
R371193,R795303
R111498,R407088
R333087,R804282
R132771,R535256
R767021,R537325
R508493,R746319
R608455,R448973
R490815,R108834
R316184,R490501
R800466,R770580
R311554,R720197
R894512,R424805
R645493,R337596
R400212,R645541
R587585,R294316
R105157,R554886
R321831,R512921
R882658,R683882
R855560,R235012
R233035,R115069
R264493,R638069
R703756,R938709
R847479,R434387
R728479,R658726
R767195,R739394
R407945,R642461
R281418,R826682
R592104,R879006
R248930,R941051
R766727,R719769
R531978,R392848
R297049,R662936
R340444,R205359
R593482,R622006
R982997,R546704
R799049,R303588
R819841,R581910
R703297,R367759
R813931,R587167
R201596,R210772
R659469,R869081
R401291,R825370
R577552,R582178
R435330,R457655
R436902,R367399
R766362,R527843
R529436,R209256
R861100,R915569
R643326,R626399
R412724,R319513
R268692,R227605
R902561,R491497
R972017,R311987
R589388,R881707
R952725,R724459
R298294,R128922
R742720,R758767
R606176,R153359
R848607,R400317
R623713,R909323
R430819,R796936
R198862,R626851
R660238,R234193
R353129,R267605
R877060,R824826
R899210,R110689
R400689,R966319
R264061,R768135
R529871,R886392
R557066,R975652
R843512,R324493
R463306,R863200
R751805,R819045
R687800,R910996
R611889,R635525
R338986,R175851
R920687,R937401
R117434,R212683
R130647,R888425
R839335,R836310
R263760,R416517
R147650,R198140
R358084,R472753
R400075,R953971
R508440,R861383
R291750,R326705
R573726,R309237
R610328,R851512
R306285,R787467
R107748,R349255
R265374,R252550
R975855,R565982
R671582,R579139
R857523,R312244
R381217,R267448
R644896,R541777
R771646,R786024
R236969,R170018
R714192,R859563
R920827,R608071
R841259,R515197
R894589,R720443
R733571,R403998
R475634,R415936
R960493,R295101
R912106,R991684
R372253,R702119
R575146,R757316
R209158,R996190
R950012,R232385
R981361,R980887
R523895,R499839
R648676,R551650
R751044,R422940
R467057,R941088
R293436,R998592
R762727,R470470
R513395,R823992
R418118,R238411
R599417,R750550
R258641,R235234
R743431,R497082
R668689,R360346
R398034,R172047
R188045,R383868
R851178,R965243
R117834,R751040
R471378,R682375
R245867,R720295
R661488,R910131
R496464,R445185
R125966,R878301
R414290,R563536
R130767,R978065
R460549,R708513
R926537,R546318
R622828,R357001
R485627,R125633
R236245,R915328
R970580,R619975
R289189,R121176
R575468,R443922
R961466,R207649
R483310,R635582
R625137,R326270
R174889,R142769
R737246,R722774
R298356,R528941
R148786,R368362
R149610,R692811
R389559,R246226
R421809,R209597
R399509,R901131
R634006,R649263
R518185,R436010
R972043,R494072
R850188,R811568
R568557,R806077
R716141,R210640
R936484,R459195
R410631,R700666
R835703,R917044
R989746,R131111
R414050,R180027
R415813,R559769
R392068,R886716
R971693,R563944
R581754,R115070
R504981,R426144
R987294,R451235
R981982,R369058
R217275,R863216
R539853,R828055
R867496,R626311
R313464,R748512
R648596,R309007
R165503,R216725
R179389,R836193
R940904,R154356
R730914,R782629
R942542,R545702
R110582,R182896
R218005,R691557
R752800,R900494
R566933,R503230
R504266,R354655
R601014,R116272
R867847,R947567
R237503,R629057
R701654,R770027
R245452,R507490
R794035,R856145
R238595,R551925
R943962,R962719
R961864,R683736
R276846,R500601
R838560,R369755
R390667,R767694
R776094,R311527
R203406,R587634
R260338,R685877
R583862,R590654
R232033,R796279
R724846,R175182
R198552,R266090
R731077,R658362
R364912,R882151
R740797,R433767
R356442,R926909
R441993,R108531
R529001,R355470
R583986,R426550
R512588,R810419
R173764,R810135
R582944,R849915
R790786,R115649
R868229,R478370
R723499,R558438
R895372,R323872
R962981,R974002
R630323,R905154
R779768,R487284
R211606,R124029
R963889,R365473
R427225,R743608
R162797,R124500
R262393,R161517
R858760,R908219
R806914,R841139
R819462,R286997
R148595,R603799
R948906,R455169
R343973,R287810
R422814,R760900
R608341,R335219
R896569,R577149
R114728,R787792
R782966,R365628
R106156,R524255
R828849,R882398
R757961,R550227
R272134,R850456
R673269,R738057
R718792,R435865
R246004,R337988
R198229,R494208
R430064,R307175
R478712,R869668
R727691,R436076
R455796,R981542
R386488,R204961
R840219,R146615
R554584,R336111
R552081,R237084
R698370,R253325
R446415,R260366
R656906,R221629
R979235,R754883
R364533,R987892
R168441,R172982
R407028,R522946
R488939,R153172
R104960,R183597
R698481,R810030
R845197,R301347
R875356,R791305
R522313,R647228
R211772,R547382
R568983,R677294
R672389,R319725
R933086,R230903
R725262,R876709
R287623,R431905
R616421,R600485
R458922,R273149
R289705,R691916
R226617,R641176
R591846,R937497
R536109,R269347
R612701,R309800
R718542,R888628
R418141,R798732
R265504,R432506
R488977,R157290
R459300,R530713
R130231,R910594
R863695,R324463
R220392,R476742
R910078,R995105
R959576,R894558
R382695,R133294
R706888,R404318
R203338,R977148
R181448,R137712
R136945,R381361
R863498,R892372
R137964,R627813
R592731,R323955
R956739,R946995
R187209,R905455
R985909,R975034
R276350,R838411
R680575,R497374
R751785,R118204
R603769,R395798
R714536,R202029
R352922,R104330
R118791,R473481
R488136,R883878
R181050,R627523
R803177,R535742
R988275,R324020
R633399,R798928
R772471,R147647
R474464,R993795
R368222,R509404
R619299,R311473
R977664,R398792
R909066,R702340
R471228,R510629
R812189,R149932
R959339,R845822
R622154,R517423
R456037,R899594
R277326,R530530
R305478,R194703
R516500,R431221
R893456,R765804
R434594,R284775
R679935,R382581
R185410,R280677
R421167,R664520
R437305,R609582
R252913,R551299
R819681,R315718
R602135,R301086
R582907,R111305
R915424,R370169
R126352,R395235
R156167,R172986
R293968,R354584
R516563,R190178
R566030,R795110
R976526,R264434
R648740,R570310
R994432,R623138
R427058,R570786
R177259,R612961
R961899,R112600
R940680,R583131
R879666,R775016
R984839,R783854
R311513,R497371
R325768,R537880
R314445,R991790
R658084,R910386
R497064,R178408
R614255,R773195
R662472,R875636
R645976,R533471
R788232,R677135
R328344,R564574
R203629,R740186
R664820,R836518
R135507,R631019
R513498,R807010
R102846,R825174
R510956,R932675
R841730,R963586
R762066,R812090
R247443,R850510
R698659,R206747
R691968,R300161
R689414,R630174
R711205,R735565
R767260,R666973
R347957,R634576
R842261,R618657
R501163,R123818
R504013,R106576
R465483,R471922
R730574,R233375
R667993,R940370
R938749,R800805
R855802,R948424
R405429,R906837
R616887,R931783
R291428,R229596
R624981,R374383
R131802,R936438
R673737,R327298
R131051,R818090
R596528,R224361
R592371,R956091
R939179,R888286
R742174,R199132
R409915,R816917
R315421,R435402
R131791,R296599
R801580,R465597
R766298,R859736
R877682,R274311
R964662,R693944
R349335,R120722
R815444,R159111
R274480,R400130
R966095,R772312
R912008,R468584
R963672,R612303
R432368,R401977
R529495,R102250
R350199,R217718
R566311,R664036
R676605,R316178
R597857,R315845
R939582,R865019
R601712,R743464
R347561,R832644
R800380,R894112
R984584,R409094
R246848,R889042
R473464,R872422
R191000,R370016
R447640,R411604
R649602,R929750
R737491,R450117
R435562,R688682
R459582,R203698
R892518,R416130
R877063,R147754
R558339,R975610
R947111,R110560
R944126,R747519
R655868,R946746
R978688,R449800
R856896,R376708
R595172,R589888
R710751,R486104
R435623,R622993
R515481,R434193
R461205,R266067
R342979,R637497
R951196,R868884
R892458,R325662
R439245,R246906
R474008,R251709
R163291,R179400
R117050,R313234
R384114,R146030
R321084,R828981
R529421,R138078
R747378,R620776
R922832,R147245
R166550,R777663
R403375,R780157
R572254,R761130
R327535,R340269
R447042,R668112
R475912,R837483
R302789,R231888
R864803,R578082
R900353,R965833
R274164,R734612
R956725,R466760
R641798,R736322
R278336,R853659
R108763,R848676
R320055,R248618
R428489,R849436
R806117,R438721
R226320,R603035
R812962,R215124
R699517,R304242
R287955,R352064
R575910,R577845
R835162,R584182
R688186,R587039
R792922,R239282
R109499,R685368
R570083,R956984
R433458,R797494
R589468,R449946
R891809,R552936
R161208,R420336
R811815,R661535
R259195,R785261
R995602,R149929
R478579,R492078
R450217,R773606
R427740,R940303
R929658,R386713
R269685,R938284
R351251,R667690
R684945,R852550
R229047,R529808
R395233,R577989
R344859,R444235
R223477,R255066
R604019,R853639
R871707,R202881
R274231,R590642
R768207,R313890
R997503,R595222
R630815,R270943
R257070,R641150
R811477,R755689
R735909,R659311
R952644,R731787
R507629,R115191
R860389,R828766
R783771,R710669
R257834,R345093
R867656,R591867
R685500,R630282
R484582,R106648
R763988,R379701
R697040,R384698
R194341,R818680
R158784,R863493
R228219,R765220
R636897,R822668
R675971,R264520
R251042,R182923
R671588,R353737
R404443,R572997
R315077,R664361
R530858,R960496
R781324,R507126
R826672,R204126
R968030,R385207
R956013,R426678
R886983,R377664
R673519,R524590
R833290,R807865
R357932,R177764
R983717,R406228
R477563,R843493
R350339,R443372
R444636,R864434
R757959,R982464
R686441,R562064
R762827,R989384
R962560,R938569
R724958,R451860
R623845,R774141
R470290,R394732
R372953,R300611
R685014,R363912
R767888,R213626
R103815,R165479
R402123,R813469
R310349,R275292
R996858,R436810
R576744,R897916
R429530,R102879
R964513,R175637
R182700,R969193
R575525,R454924
R161065,R703621
R573382,R683298
R835892,R562677
R401207,R205128
R920030,R533172
R388894,R444915
R396057,R613858
R488080,R619276
R878392,R734931
R283615,R389607
R565451,R705224
R232314,R981800
R414271,R777235
R436932,R746786
R524012,R359176
R378491,R876754
R569061,R903108
R339490,R810157
R465569,R562296
R894769,R412423
R901436,R687171
R470699,R130793
R757667,R965623
R605619,R441898
R678121,R346650
R606389,R841341
R430760,R801182
R293950,R904228
R299836,R669438
R683712,R213294
R768140,R493459
R728900,R824698
R365724,R736444
R953180,R258237
R673478,R350631
R896673,R446360
R642566,R149920
R771413,R277179
R538457,R215059
R130836,R658301
R247782,R810389
R456344,R266874
R358397,R645811
R818471,R386158
R585071,R185357
R218044,R597769
R274062,R108920
R142116,R762781
R310120,R966369
R396798,R659906
R659233,R662073
R699644,R845266
R129065,R915272
R169603,R944841
R519464,R265442
R918153,R443583
R911745,R458594
R125499,R294017
R425511,R815102
R632785,R628228
R845800,R949839
R278866,R611855
R849119,R290586
R417391,R725425
R706544,R462810
R945285,R330021
R947048,R890993
R342900,R201487
R185798,R191162
R108791,R366975
R617638,R652302
R589471,R798378
R349214,R108718
R220825,R216983
R216079,R242289
R839310,R880832
R577516,R928717
R833938,R136884
R434447,R247926
R618081,R615167
R324585,R838961
R250790,R564771
R764724,R774943
R597638,R183321
R954825,R766638
R877820,R883869
R371742,R178438
R853345,R385521
R749380,R205830
R974081,R597580
R829919,R134015
R816578,R174153
R402005,R183818
R211080,R256625
R989909,R129328
R186026,R275393
R146425,R771754
R241076,R490086
R749917,R166976
R585514,R513921
R759931,R361098
R533951,R957102
R579029,R889443
R974132,R123845
R243311,R437585
R642398,R532093
R345245,R313050
R628597,R747265
R217758,R116291
R676681,R142123
R680785,R659916
R744212,R673067
R146243,R679544
R861898,R417731
R794820,R764393
R403146,R991238
R714720,R364377
R680377,R647163
R346357,R979313
R355737,R612831
R321593,R967281
R319411,R921091
R911473,R811807
R805099,R850257
R785000,R544678
R823440,R657438
R398882,R977955
R637998,R460110
R677635,R830103
R753263,R273207
R892105,R986971
R984016,R173565
R354192,R216633
R692362,R918453
R343256,R205065
R492860,R819597
R900664,R705020
R686206,R166719
R853560,R957426
R801411,R975423
R786222,R208316
R975603,R813686
R775460,R732051
R685766,R763657
R609125,R717028
R879856,R911637
R782744,R682224
R927782,R564144
R434067,R834830
R977189,R147505
R879257,R431866
R623971,R603287
R293415,R833807
R834878,R213429
R203977,R919274
R739334,R123895
R494182,R785113
R223280,R962507
R276130,R344005
R885636,R366521
R395641,R781422
R269313,R717989
R921986,R761822
R273945,R481008
R751557,R606842
R312411,R358889
R358517,R607756
R534591,R762362
R864230,R711763
R903339,R632428
R403489,R258842
R314645,R915549
R685791,R476964
R805689,R704702
R941603,R339763
R476336,R258773
R540218,R837782
R742293,R991685
R629317,R182327
R940113,R139693
R228176,R238670
R574395,R962263
R236965,R715334
R542491,R226927
R839350,R903572
R853390,R126639
R310065,R786226
R552895,R380101
R396620,R341922
R557030,R233188
R329572,R218669
R879668,R350194
R340298,R307627
R905255,R530542
R483797,R107106
R987397,R256510
R680192,R706832
R275957,R629041
R614013,R250878
R196110,R637671
R178489,R139562
R134537,R904581
R408549,R646600
R266005,R372912
R800979,R988870
R211840,R561889
R311706,R218451
R320675,R534012
R439618,R400399
R313549,R957580
R248981,R448215
R763914,R522595
R912891,R887111
R241592,R462057
R410287,R512033
R601429,R877994
R234845,R535039
R935999,R465132
R658711,R999896
R928252,R229341
R626087,R585029
R863030,R260348
R156086,R742690
R583652,R815118
R206510,R919496
R100887,R532356
R306577,R651613
R410270,R252096
R555544,R590015
R866393,R495651
R283078,R975787
R215127,R338748
R398064,R787172
R205914,R980375
R360968,R705069
R224484,R248555
R236077,R421566
R950020,R945425
R395598,R361202
R427917,R950612
R635917,R363735
R915125,R374502
R273148,R911554
R740980,R738966
R908943,R508915
R812480,R697610
R527807,R328449
R204542,R679093
R885432,R339443
R686220,R738723
R462463,R815929
R266011,R205187
R722418,R592817
R712008,R918018
R304527,R121602
R323849,R916316
R206260,R654806
R448773,R366096
R181971,R136083
R159721,R577817
R392444,R308344
R627634,R446502
R814240,R420408
R431827,R516528
R711057,R138907
R817584,R673811
R542520,R789426
R632913,R639297
R609331,R209569
R876764,R995885
R768335,R398425
R117908,R538961
R449847,R412201
R847753,R357488
R315343,R476578
R287467,R454838
R847823,R535487
R851809,R461062
R548493,R772405
R110897,R512694
R567759,R507558
R570933,R342005
R248854,R937706
R717805,R815531
R785245,R238370
R334757,R232692
R934974,R861051
R158387,R955346
R810631,R423545
R292341,R771803
R880850,R979665
R520640,R987278
R189969,R866772
R392343,R358182
R503588,R792066
R912186,R544622
R420696,R765316
R527183,R934461
R749418,R516950
R426197,R509897
R225143,R268943
R884849,R273619
R857671,R649413
R308036,R169889
R251933,R972096
R246788,R343004
R676197,R111085
R642585,R615871
R370170,R733909
R319705,R899187
R771155,R100159
R993473,R151878
R921265,R923181
R652773,R538582
R658748,R414659
R599116,R843753
R808222,R284116
R999046,R861763
R251277,R911165
R903565,R270805
R184915,R960248
R308927,R862069
R126068,R900371
R944621,R930378
R975267,R529415
R729566,R586041
R270323,R949614
R249989,R330891
R270370,R825211
R252910,R423227
R644981,R527953
R129824,R251311
R592594,R835837
R858614,R520565
R653084,R549421
R772501,R921591
R988934,R949680
R653077,R556772
R581334,R716007
R478043,R951291
R449348,R242526
R112254,R787397
R171674,R185252
R545520,R375987
R695251,R714908
R651374,R418235
R313745,R177786
R396339,R463511
R649518,R721323
R155388,R840467
R371917,R468334
R441462,R572127
R605212,R894194
R556912,R142870
R880534,R884037
R950427,R355274
R694742,R998530
R961000,R922691
R151779,R302454
R414269,R175786
R417516,R557095
R507153,R377633
R714361,R925050
R179879,R877547
R427833,R265252
R233507,R680498
R751240,R274114
R510045,R193162
R587093,R483367
R901634,R221133
R967585,R908350
R333904,R269801
R446882,R948229
R325209,R681400
R209485,R207971
R572862,R524721
R323876,R524993
R609384,R371247
R296191,R176113
R571394,R843003
R449621,R271712
R779195,R875239
R720409,R122608
R739494,R969189
R674714,R977355
R602856,R633515
R210024,R250844
R495415,R726810
R146546,R621505
R792681,R174152
R503442,R943246
R950848,R812079
R799186,R341139
R503798,R149228
R412929,R712026
R542777,R899933
R617219,R498255
R501324,R527771
R807523,R957959
R147937,R551326
R844721,R547007
R564534,R371587
R163843,R669464
R470878,R675893
R139685,R737525
R241342,R224127
R258964,R132425
R181926,R482048
R812180,R112509
R634798,R229235
R783439,R504659
R818942,R359635
R939284,R398252
R157630,R432866
R494275,R760396
R707897,R306263
R984850,R378931
R198521,R423763
R554679,R823518
R150211,R183031
R734816,R535664
R396345,R610385
R483693,R902824
R648238,R176550
R992776,R819850
R658637,R669628
R561510,R864315
R217881,R186680
R100913,R107826
R532376,R594218
R660831,R119813
R928241,R254603
R813394,R832901
R122897,R443424
R257242,R145786
R533988,R244431
R491715,R603040
R693746,R374833
R945750,R420834
R620103,R113983
R598014,R332275
R348863,R511472
R370373,R772936
R764086,R795474
R299293,R890337
R823874,R481851
R769843,R936935
R347985,R728304
R594086,R321659
R371296,R412212
R816369,R551291
R919304,R122664
R891699,R548994
R995089,R764026
R407913,R806951
R567308,R273000
R235583,R981046
R314641,R606238
R322461,R981687
R967996,R453107
R117946,R514217
R818741,R936511
R498768,R384049
R110459,R957261
R859407,R501574
R602092,R493817
R644930,R768232
R863702,R272225
R983767,R921227
R593170,R445467
R799654,R361200
R359228,R998379
R533840,R345066
R988075,R537050
R371382,R975330
R634962,R281529
R988052,R839423
R560495,R912527
R698761,R689162
R306553,R229139
R563975,R171332
R114005,R256611
R680306,R875940
R694546,R962083
R471484,R118283
R546602,R139639
R117978,R328048
R990830,R599944
R496800,R100645
R664004,R712919
R216309,R782819
R112766,R284242
R273837,R525386
R915927,R134029
R388694,R469262
R403473,R716779
R224297,R528620
R190383,R233312
R192150,R805230
R923601,R530959
R641275,R380796
R363634,R139611
R462239,R170715
R787357,R659723
R687489,R649250
R999245,R879569
R470143,R565890
R431884,R745109
R493966,R624663
R807968,R129724
R832488,R674553
R987510,R302422
R682820,R149804
R903366,R293926
R218739,R375211
R264149,R841495
R981913,R596950
R601862,R257232
R366911,R991205
R467320,R772451
R621091,R558252
R184220,R751101
R771884,R920542
R639928,R143142
R693936,R447213
R723784,R641459
R247024,R532295
R588549,R607071
R247097,R382523
R570106,R625763
R829585,R661543
R569701,R351301
R568995,R982837
R606872,R987893
R373977,R730156
R148072,R359976
R197442,R246473
R317540,R859593
R615574,R978938
R212982,R467593
R493577,R186277
R616918,R408646
R541338,R388244
R714284,R250367
R265082,R911708
R617828,R883943
R693135,R586066
R948717,R469600
R307672,R845771
R715213,R324891
R490233,R715244
R737430,R324995
R867874,R448658
R725177,R877949
R807101,R560934
R154377,R460650
R693599,R592038
R701872,R753643
R644746,R456698
R854476,R477979
R279708,R161200
R467760,R437503
R644745,R670659
R359320,R948503
R963756,R737613
R271050,R193771
R553197,R841896
R489246,R396804
R724978,R868945
R792877,R757000
R281409,R950751
R687262,R573758
R377083,R626683
R481459,R435705
R727148,R586473
R675407,R145723
R254901,R766567
R652935,R798135
R484004,R289041
R574759,R312576
R898936,R615192
R497286,R252660
R302283,R103146
R952539,R911148
R819750,R765561
R113774,R848733
R175014,R908204
R419290,R929664
R611817,R591758
R317187,R122861
R119047,R671899
R815639,R231825
R160024,R175108
R975859,R197850
R429722,R860699
R450138,R467687
R724243,R918941
R903163,R567115
R364866,R882786
R323087,R137781
R608583,R449052
R415870,R782016
R552777,R987242
R141488,R364787
R398545,R416608
R807078,R654137
R835188,R281377
R228353,R163096
R498385,R121695
R326145,R917399
R218270,R458998
R154510,R251260
R723310,R984785
R244489,R616283
R635865,R435614
R262356,R405235
R739485,R330030
R111827,R430184
R358777,R101816
R196531,R796384
R312302,R132611
R131263,R438703
R174507,R719938
R280182,R544652
R553624,R987217
R634400,R792728
R938430,R305121
R516756,R430853
R560194,R347961
R528828,R930312
R564335,R139138
R348226,R660326
R521217,R709008
R333614,R791796
R438026,R143996
R928727,R692408
R607218,R697171
R927903,R534486
R526247,R362809
R273158,R227544
R800234,R421930
R494288,R491471
R854930,R260710
R114612,R189470
R517874,R697034
R707951,R221697
R595112,R884352
R856287,R290720
R482394,R573980
R919931,R903871
R833904,R834956
R349818,R269386
R849687,R702341
R804781,R210916
R489327,R815751
R964060,R853884
R376526,R557448
R162467,R483580
R778917,R542511
R774966,R129792
R808501,R205474
R570423,R208341
R992596,R500946
R959108,R777633
R806773,R283869
R348514,R413431
R694455,R614591
R880823,R697272
R527050,R258151
R663362,R331940
R235325,R402562
R132367,R281030
R802140,R367152
R627211,R739427
R385944,R467011
R649838,R833644
R448428,R224252
R861226,R227240
R386824,R888469
R922273,R167461
R227184,R327759
R909129,R225307
R998806,R257360
R397553,R290451
R281573,R127492
R369397,R268047
R355684,R670444
R719918,R419197
R535444,R473368
R365848,R228347
R906101,R717362
R114069,R683022
R996676,R162528
R344220,R680333
R570409,R874808
R185759,R986414
R756691,R747703
R804548,R935542
R170286,R780820
R918767,R844254
R612971,R930552
R263727,R175096
R293377,R931728
R137506,R955662
R645105,R138193
R735159,R310208
R626796,R339511
R653554,R894346
R383060,R834089
R636488,R330709
R413573,R371650
R826840,R456806
R313991,R420414
R805206,R615346
R920092,R970594
R733666,R757327
R562393,R161979
R253602,R698755
R272169,R501502
R502650,R118338
R896146,R572670
R892976,R592006
R174241,R516461
R460047,R906776
R401452,R824955
R405558,R897259
R715079,R913675
R453818,R412595
R358680,R475315
R707403,R929289
R884148,R679931
R471736,R411780
R820505,R914123
R407356,R517012
R351367,R421268
R673787,R813669
R517329,R617842
R442804,R146082
R779067,R797353
R799430,R624498
R221189,R882087
